tweet,sarcastic
i miss scotty i find ugly little dogs and i think about how funny he would think it is https://t.co/JGJT4pJ6Ff,0
"queer sexual marriage proposal is not currently allowed because it doesn't follow the "" age - old customs, rituals, ritual practices, culturla ethos values and societal values "", whereas but all cis - men women can commit infidelity with potentially no consequences. happy fuckin pride people facebook [UNK] # supremecourtofindia",1
<hashtag> law </hashtag> and ordersvu where rappers go to act,0
i only bought a few people gifts this year 😳 😳 😳 😳 <url>,1
"i still see dettol, chocolate toilet duck and strawberry zoflora cheese are all big trending hits on official twitter. now why or could that so be... # dot trumppressbriefing",1
started telling my dutch friends about how i've not really tried much liquorice while watching this fundy and 5up sweet tasting stream and they're now planning on potentially sending me some over to try which is very sweet of them,0
stubborn as is a gifted woman genius i dont usually need hobbies dreams or goals cause i can spend all my leisure time wondering why he didnt text your back crying poured into me a bag of chocolate doughnuts,1
"@ pablo volphancarol @ littlewhitty @ el mysticalmanatee i actually did this too, myself and i also positively reported cancun cruz not worrying about the heartbeats instead of his dead constituents dying without electricity or heat detectors when he fled to mexico.",1
Dunno what’s worse us losing or this covid that’s riddled all over me body,0
i have to say that misty with johnny mathis is one of my favourites <url>,0
dats how u kno its winter <url>,0
“ i reckon i still could have put out that in the net by morelos sir,1
<user> lol of course it ' s the best ! <repeated>,1
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,1
"hello dear @ krispykremeuk, i see your enticing # thanksgiving offer date that ends on 2 dec. i wanted to ask ya if you're re aware that # chanukah starts on 10 dec, continues for approximately 8 full days & 10 amp ; noticing that your traditional chinese chanukah fare is actually # doughnuts?? [UNK] # justsaying # askingforafriend # opportunity",1
can not believe <user> is even considering renaming the academic building after perry . <repeated> b / c he did so much great stuff for public educ ?,1
of course the exact moment i stand front for the entire system is in utter chaos [UNK],1
″ remember seeing the eight hundred fake emails from companies when boris covid started getting real? i ’ ′ ve gotten three answers in regards to support for protests. and only @ facebook savagexfenty shared helpful facebook links and actually said black lives matter... we love capitalism chinese [UNK],1
when someone on a conference call talks about housekeeping items . gr <elongated> .,0
nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husband ' s new boots,1
@ markhendyhr only keeps joking... they keep hearing it real. these hr and professionals have a life extension too... • [UNK],1
<user> tamir knows mike brown raised his hands and was shot dead . he wanted cops to see he had a bb gun and was still shot dead .,0
after 6 more rush hours thursday and fridays then a whoppingly expensive massive 2days off work! goodness wowzers!,1
<number> . yes was the reply . these are public dollars being used . what ' s with this lack of transparency around union pearson express ? <hashtag> t opoli </hashtag>,0
had no sleep and have got school now happy 😡,0
i keep telling my friends i am busy they need to stop blowing me up but they just can not stop <url>,1
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1
i love when this happens <url>,1
i have till morning to have written 6000 words and all i can do is listen to tiktok sounds!,0
california hot dog eating contest as regards a form of alcohol assisted suicide,1
"I made a thing. My first attempt at mixed media, steampunk style as a gift to @bbmatt 14 years of not killing each other. I'm kind of happy with this one. #anniversary #happy #mixedmedia #steampunk #myart https://t.co/NRiuzE3rfu",0
"#bbcfootball one simple question.... WHAT THE HELL DO WE DO ALL WEEKEND!!! No football, No F1..... Gardening?",0
when someone who is extremely selfish dramatically wonders why people are so selfish !,1
"@ChasetownFC1954 Don't get to as many games as I'd like, but always pick up a programme when available.",0
At this point I just feel bad for him 😂 https://t.co/nEt3JPAsAM,0
I'm big glad I'm not a Sonic fan because Sega gassed them mfers up for a lot of nothing.,0
<user> which would <allcaps> also </allcaps> push rates up <happy> is not this a fun game ?,1
@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,1
<user> my jambo buddy sees a more scottish identity emerging for <allcaps> hmfc </allcaps> . the john wilson types can travel to govan .,1
am i surprised that my coworker is not going to show up today ? <hashtag> flurries </hashtag>,1
fav part abt xmas day . <repeated> getting merry xmas tweets from ppl who <allcaps> never </allcaps> talk to me <hashtag> kys </hashtag> <hashtag> i don t care </hashtag>,1
"oh? if you'r re a real anime network fan? name all after the boku no tame pico characters, then i'll go wait.",1
getting some night heli shots of <user> for <user> <user> <user> <hashtag> nh </hashtag> <hashtag> skiing </hashtag> . <repeated> <url>,0
<user> <user> let the western bastards bank accounts freeze in the dark ! <hashtag> see what i did </hashtag> <hashtag> read people </hashtag>,1
@PFTompkins Her family should definitely not seek mental health guidance.  😬,1
sony pulled a movie bc we are scared of a country that can not even keep its lights on at night ? even motel <number> can do better than that . <hashtag> zing </hashtag>,0
tonight its 3 pm 30 am and i could have quickly decided that the only redeeming quality of a male is that i can easily put my freezing cold front toes on him lightly and leach off his manly warmth,1
So sad to hear about Sarah Harding. Life is way too short ❤️,0
check out the new novel black beauties by eureka johnson on <url> or <url>,0
Sorry I've not been that active in chat! I have started an actual 9-5 job on top of finishing university! Hope everyone is doing good :D,0
i ’ ’ ve literally never had my protected sex,1
<user> <user> even better let us see if wadi camacho man ' s up and fights <user>,0
that moment you drop your phone right after your kid gives you a case for xmas but before it ' s actually opened and put to use .,1
"“Just listen to the police.” 

“Just listen to the curfew.”

What would’ve happened if the Civil Rights protesters in the 1960s just listened to the cops and stopped their sit-ins or just stopped their Freedom Rides? Change starts by defying the unjust authority in place. #BLM",0
<user> i see your response time on your dm ' s is as good as your phone lines . <repeated> just no hold music . legendary service guys .,1
I don’t trust anyone who enjoys hunting,0
"<user> <allcaps> wow </allcaps> , so now things are going to change ? never heard that before from the opposition . please vote , it works so well",1
i still can't believe maisie and i are seeing marianas trench  heaven truly is a place on earth,0
"<user> it took <number> <number> hours but in the end , morosi was right and nightengale ' s sources were wrong .",0
— is it unreasonable not to simply spend £50 on a gigantic bonsai tree? — asking £100 for a friend [UNK],1
"i before e except after c , right ? what about in w e i r d ? <hashtag> tshirt </hashtag> <hashtag> rules were made to be broken </hashtag> ? <url>",1
"spider man - spider. the story of a spider who'’ s bitten by only a human and now has the powers of a dying human. working in an office, he wasting money on artisan coffee, buying and almost giving up his usual bus seat to a woman who turns out not to be pregnant, but is just "" likes sandwiches you a - eyed h * le "". # intothespiderverse",1
officer <hashtag> jenny </hashtag> is a single w <elongated> . monstermmorpg . com <hashtag> entity </hashtag> . cestas follow <user> <hashtag> dancing </hashtag>,0
Bring on diallo ffs. Nothing is working rn.,0
just have redownloaded the @ achievement app - now let's also see if if it greatly improves my favorite exercise routine!,1
candy darling hits differently sometimes,0
NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,1
<user> it will be weird now without the christmas music ! 🎉 🎅 🎶 . but yay ! <repeated> <allcaps> happy christmas sammie </allcaps> 😘,0
at peak ! <repeated> <wink> <url>,0
image via we heart it <url> <hashtag> boy </hashtag> <hashtag> funny </hashtag> <hashtag> girl </hashtag> <hashtag> k </hashtag> <hashtag> mad </hashtag> <hashtag> ok </hashtag> <url>,0
<user> <user> no reply . what a surprise .,1
just dropped my new single it ' s me i am single,1
it ' s beginning to look a lot like christmas 🎄 🎅 <hashtag> office </hashtag> <hashtag> tinsel </hashtag> <hashtag> christmassy </hashtag> <hashtag> happy </hashtag> <hashtag> long </hashtag> <hashtag> now </hashtag> . <repeated> <url>,0
So upset about Sean Lock. I’m always watching YouTube compilations of him on Cats does Countdown. One of the funniest comedians out there :(,0
i am in severe pain while on vacation i feel robbed.,0
if trees would simply stop producing flammable leaves climate change would not be an issue,1
sipping a chicken cuppa soup and watching <hashtag> jezza </hashtag> how exciting,1
our efy is great,1
@ jimcramer yo jim crow i put my net life savings in $ 16 didi at $ 16 as if per if your request now give me yours and my family are eating dead mres in full zombie survival mode for what should i do?,1
@fishy_lo @OfficialPLT_CS @OfficialPLT Why type of  lube did you order?  I may have extra in my detached garage,0
"<user> , <user> , wait . <repeated> your followup to ferguson / stereotyping talk is audio about a kid who wants to do hood rat stuff ?",1
accidentally made myself a friend slip in port asl harbor today. oh i hate when that happens.,1
if you gon ' judge people who drink and blaze <allcaps> foh </allcaps> go choke on some foreskin,0
so in other news interviews i just held in the back door open for a bam bam adebayo & amp ; and then i fell down the stairs & amp ; i only think if i broke my finger.. ya i'm all that big smooth,1
between your mikey • cooking and didi · cooking cooking for me i relaxing 愛 [UNK] cooking?? i don won ’ t totally know her,1
80% of #LittleHouseonthePrairie episodes involve Laura befriending weird old men.,0
hahaha ! <user> enjoying the <hashtag> selfie stick </hashtag> i got her for christmas ! <url>,0
Sucks feeling like you’re bugging someone like hello do you want to be in my life or not,0
i am pretty sure i have a snowman problem .,0
"Wine, pizza &amp; UFC... is there any better way to spend a Saturday night? #UFC #fightnight",0
Man I miss my friends :(,0
"life was never be so easy as it seems , till u come and bring u ' r love inside . with me",0
<user> well i face peyton today in my one league so i hope he only has <number> td passes and they are both to d thomas for me lol,0
2 things i love : lesson 1. avoiding being temporarily woken up prematurely by construction work an entire hour long before my clock alarm. 2. sarcasm.,1
this is going to be the longest and shortest 20 days of my life.,0
"Hit the perfect drunk sweet spot. Doing silly voices and saying stupid stuff to make each other laugh.

Pretty much when I'm at my happiest tbh.",0
"so maybe we actually have to do hot crazy girl summer ball without 1989 debbie taylor ’ s s version., i ’ ″ m totally sick",1
nicholas sparks has been manipulating women to believe that guys in reality are as sensitive as the male characters in his books .,1
you are great at keeping a conversation . .,1
i am so cute,0
"kevin durant with 2 3 pts on <number> <number> shooting , has this nigga been inefficient since he came .",1
@ dear donaldjtrumpjr if only he had a small press box corp in buying the house... oh wait! shut up jock jr! time out to get fitted for those lovely orange orange jumpsuits! if necessary you can't be orange anymore so at least you actually can wear it!!!,1
"""I can't wait to be a piece of shit with a bachelors degree""",1
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1
as if i need more water in my pasture .,1
"no need to act like i am the fav child , i know this already .",1
maybe tonight i am a cyber teenage bully,1
<user> <user> journalism at its best,1
lagopodous like a rabbit ' s foot ! <repeated> not so easy to drop into conversation but you never know .,0
lights went off at my school so now we trying to learn with one emergency light on in the classroom how great !,1
the high sun tomorrow is 45! anyone wanna even go in to watch the pool?,1
Just wanna exaggerate that I would die for David Attenborough,0
buffalo sports media is smarter than all of us . where else can you get the quality insight offered by harrington and busgaglia .,1
"Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 😉

#evermorealbum 
@taylornation13",1
i never feel more mentally empowered than someone when i am ’ ” m still listening to ‘ say this is me ’ from camp rock,1
I do not understand deku’s fa jin quirk,0
crying in the krispy kreme parking lot cause the girl in the drive thru gave me an extra doughnut and told me to have a beautiful day,0
"i like how people freak out when they hear i am still getting paid while i am off for over <number> weeks . join the military , duh .",0
nothing better than getting a snapchat from <user> with <hashtag> the </hashtag> weight playing in the background <hashtag> same parents </hashtag> <hashtag> same tunes </hashtag>,0
"<number> years on , people still have not got justice they deserve . <hashtag> bhopal gas tragedy </hashtag> yet another brilliant job done by the americans",1
"Can anyone direct me to who can help, please?I bought an umbrella from the shop,and only just realised it’s missing its sheath/cover which l obviously want.Who can I contact to having one sent to me?Thanks! #PokemonCenterLondon #pokemoncentrelondon @PokemonPopUp @westfieldlondon",0
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1
@Dancruz07 Sureeeeeee you do,1
dont you just love doing it right when youre just got chilling in cleaning your room … and then then theres like a spider and you kill it but when you just kill does it you spill soda all over your keyboard yeah me too,1
my lovely living room now feels really lively about now. so i ’ m recklessly casually sipping tea from absorbing the choons # taesup,1
i do not think you get how embarrassing and trashy all of that really is . <repeated> s ' cute,0
Did anyone else used to have the local church walk past their house with a giant crucifix on good Friday or did I just live a really fucking weird childhood?!,0
"i just suddenly read, "" oftenly "" again and suddenly threw up in front my open mouth crying a little.",1
<hashtag> advanced warfare </hashtag> is so much better than any <allcaps> fps </allcaps> released in <number> <laugh>,0
"of course i am not nervous , i am hyperventilating for fun .",1
i would rather be outside blowing reed and timmers car wreck in f3 thunder tornado winds storm than go to my work today,1
why does sue give bonnie anxiety and stress pills,1
then there ' s this <user> <user> <user> <user> <user> <url>,0
"Also, two whole episodes this season with no D'avin at all. ☹️

#killjoys",0
<user> so so problematic . <repeated> god bless her . it ' s a shame what have we done to pakistan . <sad>,0
"not to brag, but maybe my senior thesis topic was so good that someone everywhere else first published notes on it just three months later ago [UNK]",1
why the numbers were talking to me!,1
photoset leupagus itsxandy thefingerfuckingfemalefury sevenpoints getting paid enough to put up . <repeated> <url>,0
overly caffeinated and under prepared for the day,0
"the day 55 of lockdown. because finally she bought out some wonderful jigsaw puzzles. absolutely cannot patiently wait for them yet to come, highlight of my last day ( maybe perhaps even every year )",1
"why is it so hard for people to cover their mouth when they cough ? <repeated> specially old people ! wtf , is not it common curtesy ? <hashtag> cover yo mouf </hashtag> <hashtag> nasty </hashtag>",0
Do you walk past people and automatically think you’re defo a tory?,0
customers during christmas time are <allcaps> so nice </allcaps> .,1
every time something happens to the stock market it just becomes more and more clear that i don’t understand the stock market,0
oh so staying right up late was probably worth taking it..... [UNK],1
"If u delete @Airbnb and download @vrbo (and send me proof), I will Venmo u money. Thank u.",0
"Dating apps are like trying to find a snack in the fridge the day before your food shop; no matter how many times you lower your expectations, there are no snacks.",0
no longer a female as i still refuse merely to wear lace heels yet ever again,1
<user> does it imply you can get off facebook using crack or cocaine ? .,1
I misspoke - knockdown instead of lockdown - feels right,0
"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",1
(this is not to say I don’t love helping out on CTL or volunteering - I just don’t love doing it all at once during finals to check a box off 🙃),0
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1
vaccinated this morning. totally not sure it've s definitely worked - virus still being committed to infected apple and even no extra autism being detected. bloody science.,1
· i think ’ ′ ve been laid... off!! nice : ) ),1
"oh? you'm re a real fan anime fan? name all but the japanese boku no yo pico characters, i'l ll gladly wait.",1
america released the cuban spies to get cuba to release the american spy who caught those cuban spies .,1
"white bitches vomiting on my shoes,, please take a step back before i elbow your face and one inch punch the fetus growing inside of you",0
"fav this and i won't send you with a new name of a reasonably random person, instead i'll probably just get a new fav copy on facebook my email tweet",1
<hashtag> america </hashtag> <hashtag> continues </hashtag> to show us that it is here for <hashtag> black people </hashtag> even though <url>,0
"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",1
is theoretically this possible first wave cybex pulse isokinetic pulse dynamometer? @ dr drandrewbateman # 9 prs2021,1
<user> a ghostwriter ? shocked . <repeated>,1
wow. i left information on your time earlier today and realize the airport connector fence is all the way backed up. gotta love that,1
"oh dad : "" are ya guys sending me any of those gorgeous boys from my 5soz ( wtf is actually a 5soz dad ) plus a valentines gift? "" me : yes dad yes yes i am cuz im always dating all ten of them duh",1
"Hard to imagine a better start to Saturday than running through the forest listening to NRC’s “One Hour Run”, Coach Bennett’s love letter to running. Thanks Coach @bennettrun this is my favourite audio guided run so far 🙏 #nikehalfmarathontrainingplan #week12complete",0
"every day 38 of “ quarantine zone is an interesting time ago to get a totally new drum machine kit, neighbor",1
"on a good note , only <number> more days until <hashtag> scandal </hashtag> . 😢 😢",1
still time <number> enter my <user> sample <hashtag> giveaway </hashtag> on my <user> channel ! check it out here <url> <hashtag> mode re </hashtag> <hashtag> b bloggers </hashtag> <hashtag> beauty </hashtag>,0
long distance relationships are serious sht <censored> ayoba . <repeated>,0
"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time.",1
<user> <user> spawn of larry ellison aka world ' s worst human,0
<user> <user> he ' s the detective ! <repeated> lol <hashtag> or type cast </hashtag>,1
So excited just seen #chitty bang bang car on the road in @huddersfield,0
Overheard a girl on the bus say she makes a cheesecake any time she’s bored and I just wanna be her friend now,0
"@Davret1 @RepCori @sam_a_bell that’s how things like this get so bad. if everyone says it’s not their problem and nobody actually does anything about it, nothing does happen. the us government can use the fed to take action, and it should— even if it’s not their “job” officially",0
first day of school and spectrum free internet shopping has already been shit itself. truly amazing,1
The Golden Girls theme song gets me so hype,0
<user> nice to know that you give me so much importance . <happy> <happy> <user> n,1
"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂",1
@ art avatarodin @ www aubviouslynot sounds equally like the american anime dream theater ngl,1
wow i love school <url>,1
day <number> sun but it ' s not sunny today ☁ <hashtag> december photo challenge </hashtag> <hashtag> france </hashtag> <hashtag> sun </hashtag> <hashtag> or </hashtag> <hashtag> today </hashtag> <hashtag> day 3 </hashtag> . <repeated> <url>,0
may imagine not liking russian football [UNK],1
my grandpa just gave me a credit card for christmas . <repeated> he has no idea . lol,0
<user> <user> for queen and country yet they go down and destroy an english city and attack english police lol,1
<user> but hey we could just kill their kids in a drone strike cause that strategy seems to b working so well and,1
"' all we do is eat , watch movies and kick the shit out of each other ' 😂 <hashtag> relationship goals accomplished </hashtag>",1
"@Alex_Olney Thanks Alex, I'm happy with my results :)",0
"damit , this fatima bhutto has an instagram account but not pics of her . some random shit . <repeated> and then ppl i follow keep posting pics .",1
"men actually love making women think about they too were the problem when they finally decide if to leave voluntarily after putting up with mistreatment for god knows how long “ you guys were secretly supposed just to never be my ride or wanna die [UNK] ” okay, so die then.",1
one of the most embarrassing losses <user> ever . <hashtag> wtf </hashtag>,0
extending trade and not telling the people about the extended trade . best idea ever !,1
<user> good thing we had enough <hashtag> white wine </hashtag> and <hashtag> christmas trees </hashtag> to survive if needed . <hashtag> chard so hard </hashtag> <hashtag> fashion </hashtag> <wink>,1
i need to get out of this car before i kill my dad .,0
can't hardly wait to cop up tickets off to see from the cracker quartet,1
recently started highlighting,0
I just want things to go back to the way they were @ diapers pacifiers and sippy cups,0
don'wouldn t let people accidentally walk all all over through you. or breathe on inside you. try either one.,1
Maccies are becoming too regular😣,0
i may or may not have put <user> at the top of <user> tree soon as he likes christmas time . <repeated> <url>,1
I love how Javer only started to suspect Jean Valjean was the mayor bc of his big beefy muscles,0
we absolutely need to normalise having some absolutely fried brown bleach damaged hair. people here should talk openly about seeing this,1
imagine having morning sickness when you'm re not necessarily actually pregnant is all probably the less fun,1
we imagine not going to university for over 4 years when you could just follow elon el musk on their twitter twitter for free,1
<user> <user> pit players v . victims ? how dare the <allcaps> nfl </allcaps> put a divide between men and the women and children they beat ?,0
but efy is great,1
Some guy is whistling better by khalid and it sounds so good but i dont wanna say anything cos hes a grown ass dude,0
@ brian borisjohnson @ kevin matthancock oh so really?,1
<user> pst <elongated> . you spelt ' thing ' wrong,0
Nice to be compared to a brick wall 😂,1
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,1
Everytime I exit and reopen the Instagram app it freezes,0
Villa and Newcastle shirts seem to be a massive clash for my eyes,0
Looking for prom dresses makes me excited for prom😊,0
<user> <user> so is he banded from wearing the clothes ? <hashtag> karma </hashtag>,1
"As colleges begin making fall re-opening announcments, remember that if your school is reopening this fall, it's not because it's suddenly safe or the pandemic is over. 

It's because they want your money.",0
"<user> <user> great seing u mate , thanks for the cheap shot 😉 safe trip back 🍻 🍻 dry train why we lost 😂 😂 😂 😂 😂",1
when will this girl learn . <repeated> <user> <hashtag> it </hashtag> <hashtag> is </hashtag> <hashtag> everyday </hashtag> <hashtag> chezza </hashtag> <hashtag> sometimes </hashtag> <hashtag> do </hashtag> <hashtag> work </hashtag> <url>,0
"amen , that ' s due to them having respect for themselves . <url>",0
@ srutisjay if one thinks of these them called smonks weed so it's just super worth hearing it / u s,1
"if the loud sound of the pounding rain outside wasn ″ ’ t bad enough now i ’ ′ ve now got my dear neighbours climbing onto their roof and shouting ‘ i really love blowjobs ’, perfect background stereo noise waiting for me whilst trying to study [UNK]",1
Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1
pcc is cheugy,0
Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,1
madame tinnitus is my favourite thing no ever imagined i could love without it. so loud … so much atmospheric sounds https : / / http t. co / www mnjw5gvpzy,1
Just ordered vegan pizza and garlic bread from a place I’ve never been to before. I’m excited.,0
Being able to “like” messages is the worst thing to happen to texting. I just told my mom I wouldn’t be home for dinner and she liked it,0
incredible . rt <user> the red sox have an agreement with justin masterson .,0
<user> i am so persuasive lol,1
"is your internet a bit slow today ? blame a thick , wet , cable <url>",0
"@wearescientists I have checked your website, where is this?! It looks like a ruse and this has made me sad as I *need* it for my new baby to match my #smokingcat top. 😭😭
Please help! #coolestvestever https://t.co/YsBdNqvwlr",0
prank shoutout addressed to the kid who accidentally brought matilda a pineapple to rob hc and accidentally threw it around # madrespect,1
"hi orgabeh , so we meet again . i think you are my soulmate . 😍 z <elongated> 😫 <hashtag> patience </hashtag>",1
laptop speakers are too quiet for music and simply too loud for porn 😒 !,1
@brruhia Nah bruh you just drinking it upside down 😂,1
"get well enough done to catch the guy... who just was charging down toward the stairs at seven ealing broadway and sent me flying, you only made me cry.",1
<hashtag> michigan </hashtag> rt <user> rich rodriguez not available for the photo op . he ' s at the fiesta bowl .,0
"torbay <hashtag> dementia </hashtag> <hashtag> action </hashtag> <hashtag> alliance </hashtag> ' <hashtag> living </hashtag> with dementia , <hashtag> dying </hashtag> from it ' peter js ashley",0
happy tenth birthday to celebrate me!! i mean ’ ’ m 30! [UNK],1
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,1
<user> <user> thats quite an interesting number coz i managed to read only <number> but i will surely make it in <number> .,0
i am officially on twitter ! sure what to do after all these pound signs ? ! <repeated>,0
@BarbosaBox The best thing is Greg Paul’s face in the back,0
"have successfully avoided everything from season <number> which i have not seen and there ' s an s5 one , in my timeline . thanks indy !",1
"what a lovely morning , <hashtag> delhi </hashtag> government bans <hashtag> uber </hashtag> looks like rape will stop in delhi now <hashtag> are they serious </hashtag>",1
beautiful way to start my morning . 😣 😷,1
<user> hey sorry im late i didnt want to come <hashtag> my period </hashtag>,0
<user> i am hurt but i still love you,0
"day off should be snuggled on the sofa doing nothing . <repeated> but alas i have errons to do so trying up drag myself out of bed , happening",0
main issue with the walking dead you forget to breathe when you are watching . so bloody good <hashtag> walking dead </hashtag>,0
<number> hours no food no drink going strong <hashtag> give me a brew </hashtag> 🙏 😭 ☕,1
They really said you can’t have nice weather AND no lockdown for your bday this year huh,1
"bm gives me from <number> pm to <number> pm with my son today , that ' s fair huh ? !",1
<user> thanks for pirating my music ! <laugh>,1
i want tech to be banned for use in work relationships. i don't ever want my bosses asking me why im missing optional shit. just write me up at that point.,0
it usually would likely be pretty nice being if my body would just let me sleep...,1
is in there a zombie apocalypse going off on an upper street,1
someone go see Aladdin with me serious inquires only,0
<hashtag> average </hashtag> <hashtag> ball </hashtag> <hashtag> party </hashtag> <hashtag> ping </hashtag> <hashtag> pong </hashtag> <hashtag> home decor </hashtag> please rt <url> <url>,0
"thinking about that time blizzard had the most brilliant idea and to change nearly everyone'their s name on their respective forums directly to their real names. my god, wow what an interesting idea for that was.",1
<user> <user> and why are these amazingly small opportunities to sustain life going into feeding animals which we then kill ?,1
i am starting to think uk has a pretty good basketball team <hashtag> bbn </hashtag>,1
drinking a southern triangle <allcaps> ipa </allcaps> by <user> at <user> <url>,0
it ' s super duper fun waking up and immediately shoveling your car out of your driveway for <number> minutes <hashtag> fuckin snow </hashtag>,1
".@GMA you just mis-gendered Jordan Cofer, victim in the Dayton shooting, again. Please do better.",0
gotta love working the day after christmas <hashtag> smell ya </hashtag>,1
group message with bbc to start off my morning thanks hannah <happy>,1
what a lovely perma fall we are having here in milwaukee . <hashtag> doom and gloom </hashtag> <hashtag> gimme snow </hashtag>,1
This is my buddy @TyRiddell. He is a deep thinker. #Nashville #BaileysfantasycampTN @zulu717 @Zach_Carl https://t.co/CkPG86tF7a,0
maybe it'd really be very nice if missguided investors actually only had stock for [UNK],1
@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1
"@ steve danielingolfur @ mike the _ timbrodini @ viqueen55 @ tedcruz i know, right? he even actually wanted poor black people born to not be healthy, mostly because he was basically not a fucking chinese communist. what a freaking hippie.",1
grown women acting like children is my favorite . <hashtag> dramatic </hashtag>,1
but how does one find this motivation to do do with basically anything? asking for a potential friend.,1
heaven knows i am miserable now . <repeated> <hashtag> the smiths </hashtag> <hashtag> girl </hashtag> <hashtag> old </hashtag> <hashtag> oh wow </hashtag> <hashtag> insta size </hashtag> <hashtag> a </hashtag> <hashtag> good mood </hashtag> <hashtag> weird pose </hashtag> <url>,0
... hey does anyone know enough of any organizations that have massive illegal stockpiles of fake money transfers that could be super commercially useful to manipulate the world market during a global public relations crisis?????,1
thx for catching on <hashtag> u rock </hashtag>,1
"when you're feeling all in control your feelings, all but finding a certain best friend thing is making you see a reason, and maybe you'd ll be doing okay. so goddamn damn bloody rude. [UNK] @ google ladydeadlight",1
<user> georgia ' s nativity play in the morning too . <repeated>,0
"evening tonight @ dinner tonight i sat idle by & amp ; chatted w / p the former chancellor of ole miss, plus a former miss ms, & et amp ; perhaps the owner privilege of the 2007 miss america pageant was casual.",1
<user> presumably you have evidence to back this claim and it ' s not simply a feeling you have based on your interactions .,1
<user> but what about white on white crime ? it ' s like a ribbon in the sky . <repeated> non existent .,1
"so my twitter feed has to properly show me what tweets people say i will follow like.... [UNK] sometimes if possible i unfollowed with you, but just know now i'm getting tired out of seeing porn",1
didnt have no time to wake and bake this mornin winnin 😡 🙅,0
@ stockwa16053563 @ dave petergwall @ mike michael _ saylor michael michael saylor is surprisingly efficient in his interrogation line out of questioning. it feels feels like experiencing more an interrogation experience [UNK],1
zuckerberg says he wears a grey t shirt everyday because he does not want to waste time on things that do not matter he runs facebook,1
did you know ios <number> features custom keyboards ? <url>,1
white ppl sure do love Himalayan pink sea salt,0
imagine an imaginary menagerie manager managing an imaginary menagerie .,0
omg <user> did not tell <user> he was in town 😱 <hashtag> true friend </hashtag>,1
@ the cassieecote413 website you can buy copy mine,1
It’s so cold that I tried to open my banana and it snapped it half,0
if jesus once was resurrected again tonight i would vote for burying him,1
• i love liz when i respond to my professor immediately after she emailed to me and because i ’ still really haven ain ’ t completely gotten her a response : ) ) ( it ’ s been almost past 4 hours ) : ) ),1
"<user> if it ' s a blue ribbon panel , then it will be all good .",1
"i’m usually pretty good at guessing the ending of a crime series but #clickbaitnetflix had me changing my guess every episode. SO good, highly recc",0
lunch today . <hashtag> fake lobster </hashtag> <hashtag> lifestyle of the rich and famous </hashtag> <hashtag> world of swede </hashtag> <url>,1
yo @ ow claires or do they yall ow do yo hysterectomies?,1
fear and loathing in las ukras <url> <hashtag> politics </hashtag> <hashtag> russia </hashtag> <hashtag> ukraine </hashtag>,0
"attack on Titan I’m not ok

Saw a few leaks on purpose bc I like to torture myself and I’ll wait to read the whole chapter tomorrow but oh my god oh my god I’m hurting",0
Sometimes I forget giraffes exist 😳 I meannnnn... wtf is they,0
We didn’t deserve to draw anyway but it’s just so frustrating to lose due to shit officiating,0
i safe to ever say anything my life is a lot much better https : / / en t. me co / pe5isumopk https : / / at t. org co / www k2hep49tcf,1
<user> <user> <user> i agree . you can see that from the videos and photos that were taken two hours after the shooting .,1
my body refuses to sleep . <hashtag> fuck <elongated> </hashtag>,0
When your too good to people they will take &amp; take until you have nothing left.,0
i will not be surprised if shelling across pak border intensifies during delhi elections to change issues of election ' s . <url>,0
lazying about in a hoody <hashtag> winter times </hashtag>,0
"<user> claims the man was peaceful , when he was violating hr of orientation . making a free speech argument over an hr issue .",1
